"No.","Time","Source","Destination","Protocol","Length","Info"
"171","0.654073","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=182526 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"172","0.654077","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=183986 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"173","0.654082","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=185446 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"174","0.654089","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=186906 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"175","0.654093","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=188366 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"176","0.654116","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=189826 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"177","0.654128","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=191286 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"178","0.654132","45.56.99.101","192.168.1.27","TCP","1342","80  >  51952 [PSH, ACK] Seq=192746 Ack=77 Win=64240 Len=1288 [TCP PDU reassembled in 616]"
"179","0.654356","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=194034 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"180","0.654361","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=195494 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"181","0.654364","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=196954 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"182","0.654379","45.56.99.101","192.168.1.27","TCP","1130","80  >  51952 [PSH, ACK] Seq=198414 Ack=77 Win=64240 Len=1076 [TCP PDU reassembled in 616]"
"183","0.655688","192.168.1.27","45.56.99.101","TCP","54","51952  >  80 [ACK] Seq=77 Ack=199490 Win=64240 Len=0"
"184","0.661197","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=199490 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"185","0.661201","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=200950 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"186","0.661203","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=202410 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"187","0.661204","45.56.99.101","192.168.1.27","TCP","1130","80  >  51952 [PSH, ACK] Seq=203870 Ack=77 Win=64240 Len=1076 [TCP PDU reassembled in 616]"
"188","0.661389","192.168.1.27","45.56.99.101","TCP","54","51952  >  80 [ACK] Seq=77 Ack=204946 Win=64240 Len=0"
"189","0.662299","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=204946 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"190","0.662302","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=206406 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"191","0.662304","45.56.99.101","192.168.1.27","TCP","1226","80  >  51952 [PSH, ACK] Seq=207866 Ack=77 Win=64240 Len=1172 [TCP PDU reassembled in 616]"
"192","0.662479","192.168.1.27","45.56.99.101","TCP","54","51952  >  80 [ACK] Seq=77 Ack=209038 Win=64240 Len=0"
"193","0.670113","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=209038 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"194","0.670119","45.56.99.101","192.168.1.27","TCP","1322","80  >  51952 [PSH, ACK] Seq=210498 Ack=77 Win=64240 Len=1268 [TCP PDU reassembled in 616]"
"195","0.670411","192.168.1.27","45.56.99.101","TCP","54","51952  >  80 [ACK] Seq=77 Ack=211766 Win=64240 Len=0"
"196","0.692320","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=211766 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"197","0.692326","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=213226 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"198","0.692328","45.56.99.101","192.168.1.27","TCP","1226","80  >  51952 [PSH, ACK] Seq=214686 Ack=77 Win=64240 Len=1172 [TCP PDU reassembled in 616]"
"199","0.692615","192.168.1.27","45.56.99.101","TCP","54","51952  >  80 [ACK] Seq=77 Ack=215858 Win=64240 Len=0"
"200","0.693066","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=215858 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"201","0.693070","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=217318 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"202","0.693084","45.56.99.101","192.168.1.27","TCP","1226","80  >  51952 [PSH, ACK] Seq=218778 Ack=77 Win=64240 Len=1172 [TCP PDU reassembled in 616]"
"203","0.693283","192.168.1.27","45.56.99.101","TCP","54","51952  >  80 [ACK] Seq=77 Ack=219950 Win=64240 Len=0"
"204","0.720459","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=219950 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"205","0.720464","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=221410 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"206","0.720466","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=222870 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"207","0.720468","45.56.99.101","192.168.1.27","TCP","1130","80  >  51952 [PSH, ACK] Seq=224330 Ack=77 Win=64240 Len=1076 [TCP PDU reassembled in 616]"
"208","0.720786","192.168.1.27","45.56.99.101","TCP","54","51952  >  80 [ACK] Seq=77 Ack=225406 Win=64240 Len=0"
"209","0.724171","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=225406 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"210","0.724175","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=226866 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"211","0.724176","45.56.99.101","192.168.1.27","TCP","1226","80  >  51952 [PSH, ACK] Seq=228326 Ack=77 Win=64240 Len=1172 [TCP PDU reassembled in 616]"
"212","0.724231","45.56.99.101","192.168.1.27","TCP","1418","80  >  51952 [PSH, ACK] Seq=229498 Ack=77 Win=64240 Len=1364 [TCP PDU reassembled in 616]"
"213","0.724436","192.168.1.27","45.56.99.101","TCP","54","51952  >  80 [ACK] Seq=77 Ack=230862 Win=64240 Len=0"
"214","0.725741","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=230862 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"215","0.725745","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=232322 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"216","0.725747","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=233782 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"217","0.725748","45.56.99.101","192.168.1.27","TCP","1130","80  >  51952 [PSH, ACK] Seq=235242 Ack=77 Win=64240 Len=1076 [TCP PDU reassembled in 616]"
"218","0.726089","192.168.1.27","45.56.99.101","TCP","54","51952  >  80 [ACK] Seq=77 Ack=236318 Win=64240 Len=0"
"219","0.726203","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=236318 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"220","0.726207","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=237778 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"221","0.726208","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=239238 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"222","0.726218","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=240698 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"223","0.726235","45.56.99.101","192.168.1.27","TCP","1034","80  >  51952 [PSH, ACK] Seq=242158 Ack=77 Win=64240 Len=980 [TCP PDU reassembled in 616]"
"224","0.726486","192.168.1.27","45.56.99.101","TCP","54","51952  >  80 [ACK] Seq=77 Ack=243138 Win=64240 Len=0"
"225","0.727358","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=243138 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"226","0.727361","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=244598 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"227","0.727363","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=246058 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"228","0.727367","45.56.99.101","192.168.1.27","TCP","1130","80  >  51952 [PSH, ACK] Seq=247518 Ack=77 Win=64240 Len=1076 [TCP PDU reassembled in 616]"
"229","0.727556","192.168.1.27","45.56.99.101","TCP","54","51952  >  80 [ACK] Seq=77 Ack=248594 Win=64240 Len=0"
"230","0.728308","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=248594 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"231","0.728311","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=250054 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"232","0.728312","45.56.99.101","192.168.1.27","TCP","1226","80  >  51952 [PSH, ACK] Seq=251514 Ack=77 Win=64240 Len=1172 [TCP PDU reassembled in 616]"
"233","0.728468","192.168.1.27","45.56.99.101","TCP","54","51952  >  80 [ACK] Seq=77 Ack=252686 Win=64240 Len=0"
"234","0.728577","45.56.99.101","192.168.1.27","TCP","1418","80  >  51952 [PSH, ACK] Seq=252686 Ack=77 Win=64240 Len=1364 [TCP PDU reassembled in 616]"
"235","0.729032","45.56.99.101","192.168.1.27","TCP","1418","80  >  51952 [PSH, ACK] Seq=254050 Ack=77 Win=64240 Len=1364 [TCP PDU reassembled in 616]"
"236","0.729120","192.168.1.27","45.56.99.101","TCP","54","51952  >  80 [ACK] Seq=77 Ack=255414 Win=64240 Len=0"
"237","0.731210","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=255414 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"238","0.731214","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=256874 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"239","0.731215","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=258334 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"240","0.731221","45.56.99.101","192.168.1.27","TCP","1130","80  >  51952 [PSH, ACK] Seq=259794 Ack=77 Win=64240 Len=1076 [TCP PDU reassembled in 616]"
"241","0.731395","192.168.1.27","45.56.99.101","TCP","54","51952  >  80 [ACK] Seq=77 Ack=260870 Win=64240 Len=0"
"242","0.732317","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=260870 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"243","0.732322","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=262330 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"244","0.732323","45.56.99.101","192.168.1.27","TCP","1226","80  >  51952 [PSH, ACK] Seq=263790 Ack=77 Win=64240 Len=1172 [TCP PDU reassembled in 616]"
"245","0.732527","192.168.1.27","45.56.99.101","TCP","54","51952  >  80 [ACK] Seq=77 Ack=264962 Win=64240 Len=0"
"246","0.732890","45.56.99.101","192.168.1.27","TCP","1418","80  >  51952 [PSH, ACK] Seq=264962 Ack=77 Win=64240 Len=1364 [TCP PDU reassembled in 616]"
"247","0.732992","192.168.1.27","45.56.99.101","TCP","54","51952  >  80 [ACK] Seq=77 Ack=266326 Win=62876 Len=0"
"248","0.739107","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=266326 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"249","0.739112","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=267786 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"250","0.739113","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=269246 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"251","0.739118","45.56.99.101","192.168.1.27","TCP","1130","80  >  51952 [PSH, ACK] Seq=270706 Ack=77 Win=64240 Len=1076 [TCP PDU reassembled in 616]"
"252","0.739351","192.168.1.27","45.56.99.101","TCP","54","51952  >  80 [ACK] Seq=77 Ack=271782 Win=64240 Len=0"
"253","0.764066","45.56.99.101","192.168.1.27","TCP","1418","80  >  51952 [PSH, ACK] Seq=271782 Ack=77 Win=64240 Len=1364 [TCP PDU reassembled in 616]"
"254","0.766073","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=273146 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"255","0.766077","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=274606 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"256","0.766079","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=276066 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"257","0.766083","45.56.99.101","192.168.1.27","TCP","1130","80  >  51952 [PSH, ACK] Seq=277526 Ack=77 Win=64240 Len=1076 [TCP PDU reassembled in 616]"
"258","0.766293","192.168.1.27","45.56.99.101","TCP","54","51952  >  80 [ACK] Seq=77 Ack=278602 Win=64240 Len=0"
"259","0.767025","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=278602 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"260","0.767028","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=280062 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"261","0.767032","45.56.99.101","192.168.1.27","TCP","1226","80  >  51952 [PSH, ACK] Seq=281522 Ack=77 Win=64240 Len=1172 [TCP PDU reassembled in 616]"
"262","0.767182","192.168.1.27","45.56.99.101","TCP","54","51952  >  80 [ACK] Seq=77 Ack=282694 Win=64240 Len=0"
"263","0.801477","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=282694 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"264","0.801490","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=284154 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"265","0.801492","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=285614 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"266","0.801495","45.56.99.101","192.168.1.27","TCP","1130","80  >  51952 [PSH, ACK] Seq=287074 Ack=77 Win=64240 Len=1076 [TCP PDU reassembled in 616]"
"267","0.802166","192.168.1.27","45.56.99.101","TCP","54","51952  >  80 [ACK] Seq=77 Ack=288150 Win=64240 Len=0"
"268","0.802280","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=288150 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"269","0.802290","45.56.99.101","192.168.1.27","TCP","1322","80  >  51952 [PSH, ACK] Seq=289610 Ack=77 Win=64240 Len=1268 [TCP PDU reassembled in 616]"
"270","0.802721","192.168.1.27","45.56.99.101","TCP","54","51952  >  80 [ACK] Seq=77 Ack=290878 Win=64240 Len=0"
"271","0.803222","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=290878 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"272","0.803233","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=292338 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"273","0.803236","45.56.99.101","192.168.1.27","TCP","1226","80  >  51952 [PSH, ACK] Seq=293798 Ack=77 Win=64240 Len=1172 [TCP PDU reassembled in 616]"
"274","0.803647","192.168.1.27","45.56.99.101","TCP","54","51952  >  80 [ACK] Seq=77 Ack=294970 Win=64240 Len=0"
"275","0.804399","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=294970 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"276","0.804407","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=296430 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"277","0.804410","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=297890 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"278","0.804436","45.56.99.101","192.168.1.27","TCP","1130","80  >  51952 [PSH, ACK] Seq=299350 Ack=77 Win=64240 Len=1076 [TCP PDU reassembled in 616]"
"279","0.804836","192.168.1.27","45.56.99.101","TCP","54","51952  >  80 [ACK] Seq=77 Ack=300426 Win=64240 Len=0"
"280","0.805348","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=300426 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"281","0.805358","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=301886 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"282","0.805360","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=303346 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"283","0.805363","45.56.99.101","192.168.1.27","TCP","1130","80  >  51952 [PSH, ACK] Seq=304806 Ack=77 Win=64240 Len=1076 [TCP PDU reassembled in 616]"
"284","0.806003","192.168.1.27","45.56.99.101","TCP","54","51952  >  80 [ACK] Seq=77 Ack=305882 Win=64240 Len=0"
"285","0.806197","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=305882 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"286","0.806202","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=307342 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"287","0.806204","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=308802 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"288","0.806214","45.56.99.101","192.168.1.27","TCP","1130","80  >  51952 [PSH, ACK] Seq=310262 Ack=77 Win=64240 Len=1076 [TCP PDU reassembled in 616]"
"289","0.806528","192.168.1.27","45.56.99.101","TCP","54","51952  >  80 [ACK] Seq=77 Ack=311338 Win=64240 Len=0"
"290","0.807398","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=311338 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"291","0.807403","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=312798 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"292","0.807405","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=314258 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"293","0.807413","45.56.99.101","192.168.1.27","TCP","1130","80  >  51952 [PSH, ACK] Seq=315718 Ack=77 Win=64240 Len=1076 [TCP PDU reassembled in 616]"
"294","0.807706","192.168.1.27","45.56.99.101","TCP","54","51952  >  80 [ACK] Seq=77 Ack=316794 Win=64240 Len=0"
"295","0.808220","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=316794 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"296","0.808224","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=318254 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"297","0.808233","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=319714 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"298","0.808236","45.56.99.101","192.168.1.27","TCP","1130","80  >  51952 [PSH, ACK] Seq=321174 Ack=77 Win=64240 Len=1076 [TCP PDU reassembled in 616]"
"299","0.808538","192.168.1.27","45.56.99.101","TCP","54","51952  >  80 [ACK] Seq=77 Ack=322250 Win=64240 Len=0"
"300","0.810202","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=322250 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"301","0.810207","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=323710 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"302","0.810209","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=325170 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"303","0.810211","45.56.99.101","192.168.1.27","TCP","1130","80  >  51952 [PSH, ACK] Seq=326630 Ack=77 Win=64240 Len=1076 [TCP PDU reassembled in 616]"
"304","0.810528","192.168.1.27","45.56.99.101","TCP","54","51952  >  80 [ACK] Seq=77 Ack=327706 Win=64240 Len=0"
"305","0.810856","45.56.99.101","192.168.1.27","TCP","1418","80  >  51952 [PSH, ACK] Seq=327706 Ack=77 Win=64240 Len=1364 [TCP PDU reassembled in 616]"
"306","0.810989","192.168.1.27","45.56.99.101","TCP","54","51952  >  80 [ACK] Seq=77 Ack=329070 Win=62876 Len=0"
"307","0.825173","45.56.99.101","192.168.1.27","TCP","1418","80  >  51952 [PSH, ACK] Seq=329070 Ack=77 Win=64240 Len=1364 [TCP PDU reassembled in 616]"
"308","0.826247","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=330434 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"309","0.826252","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=331894 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"310","0.826254","45.56.99.101","192.168.1.27","TCP","1226","80  >  51952 [PSH, ACK] Seq=333354 Ack=77 Win=64240 Len=1172 [TCP PDU reassembled in 616]"
"311","0.826495","192.168.1.27","45.56.99.101","TCP","54","51952  >  80 [ACK] Seq=77 Ack=334526 Win=64240 Len=0"
"312","0.827268","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=334526 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"313","0.827271","45.56.99.101","192.168.1.27","TCP","1322","80  >  51952 [PSH, ACK] Seq=335986 Ack=77 Win=64240 Len=1268 [TCP PDU reassembled in 616]"
"314","0.827423","192.168.1.27","45.56.99.101","TCP","54","51952  >  80 [ACK] Seq=77 Ack=337254 Win=64240 Len=0"
"315","0.844316","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=337254 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"316","0.844323","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=338714 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"317","0.844325","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=340174 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"318","0.844326","45.56.99.101","192.168.1.27","TCP","1130","80  >  51952 [PSH, ACK] Seq=341634 Ack=77 Win=64240 Len=1076 [TCP PDU reassembled in 616]"
"319","0.844601","192.168.1.27","45.56.99.101","TCP","54","51952  >  80 [ACK] Seq=77 Ack=342710 Win=64240 Len=0"
"320","0.859364","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=342710 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"321","0.859371","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=344170 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"322","0.859372","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=345630 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"323","0.859373","45.56.99.101","192.168.1.27","TCP","1130","80  >  51952 [PSH, ACK] Seq=347090 Ack=77 Win=64240 Len=1076 [TCP PDU reassembled in 616]"
"324","0.859652","192.168.1.27","45.56.99.101","TCP","54","51952  >  80 [ACK] Seq=77 Ack=348166 Win=64240 Len=0"
"325","0.874444","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=348166 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"326","0.874452","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=349626 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"327","0.874454","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=351086 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"328","0.874456","45.56.99.101","192.168.1.27","TCP","1130","80  >  51952 [PSH, ACK] Seq=352546 Ack=77 Win=64240 Len=1076 [TCP PDU reassembled in 616]"
"329","0.874853","192.168.1.27","45.56.99.101","TCP","54","51952  >  80 [ACK] Seq=77 Ack=353622 Win=64240 Len=0"
"330","0.876214","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=353622 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"331","0.876219","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=355082 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"332","0.876221","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=356542 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"333","0.876222","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=358002 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"334","0.876223","45.56.99.101","192.168.1.27","TCP","1034","80  >  51952 [PSH, ACK] Seq=359462 Ack=77 Win=64240 Len=980 [TCP PDU reassembled in 616]"
"335","0.876510","192.168.1.27","45.56.99.101","TCP","54","51952  >  80 [ACK] Seq=77 Ack=360442 Win=64240 Len=0"
"336","0.878179","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=360442 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"337","0.878183","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=361902 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"338","0.878185","45.56.99.101","192.168.1.27","TCP","1514","80  >  51952 [ACK] Seq=363362 Ack=77 Win=64240 Len=1460 [TCP PDU reassembled in 616]"
"339","0.878186","45.56.99.101","192.168.1.27","TCP","1130","80  >  51952 [PSH, ACK] Seq=364822 Ack=77 Win=64240 Len=1076 [TCP PDU reassembled in 616]"
"340","0.878388","192.168.1.27","45.56.99.101","TCP","54","51952  >  80 [ACK] Seq=77 Ack=365898 Win=64240 Len=0"
